Wikidata_QID,English_Label,Num_Languages,Total_Views_All_Langs,Languages,Top5_Languages_Detail
Q539795,Angioplasty,1,90123,zh-yue,"zh-yue:#6(90,123)"
Q3320678,Yellapragada Subbarow,1,90010,te,"te:#26(90,010)"
Q605709,Fibrosis,1,89486,bs,"bs:#23(89,486)"
Q1189184,Management of tuberculosis,1,89045,te,"te:#28(89,045)"
Q4777842,Anupama Niranjana,1,88414,kn,"kn:#13(88,414)"
Q24291756,Oriol Mitjà,1,87575,ca,"ca:#31(87,575)"
Q409860,Lugol's iodine,1,85606,sh,"sh:#49(85,606)"
Q87204911,COVID-19 pandemic in Estonia,1,84206,et,"et:#14(84,206)"
Q7375868,Rubbing alcohol,1,83543,zh-yue,"zh-yue:#8(83,543)"
Q1877550,Lung abscess,1,82334,ky,"ky:#22(82,334)"
Q203516,Birth rate,1,81246,ca,"ca:#34(81,246)"
Q854573,Acute pancreatitis,1,80182,sl,"sl:#44(80,182)"
Q933382,Calcification,1,78180,bs,"bs:#27(78,180)"
Q3918988,Reference ranges for blood tests,1,73529,ps,"ps:#1(73,529)"
Q1416096,Intracranial pressure,1,71107,sw,"sw:#36(71,107)"
Q266018,Acute coronary syndrome,1,70552,sw,"sw:#38(70,552)"
Q87066621,COVID-19 pandemic in Latvia,1,70233,lv,"lv:#18(70,233)"
Q1370346,Baby colic,1,67427,sw,"sw:#40(67,427)"
Q7233562,Post-nasal drip,1,66614,mk,"mk:#50(66,614)"
Q4914906,Bioidentical hormone replacement therapy,1,66155,sw,"sw:#42(66,155)"
Q976163,Polyhydramnios,1,65271,te,"te:#46(65,271)"
Q2348411,Miracle Mineral Supplement,1,63937,et,"et:#30(63,937)"
Q496359,Systole,1,61253,bs,"bs:#41(61,253)"
Q835051,Hyperplasia,1,59500,bs,"bs:#42(59,500)"
Q2622199,Upper respiratory tract infection,1,59401,ky,"ky:#36(59,401)"
Q432083,Intramuscular injection,1,59065,bs,"bs:#44(59,065)"
Q24639958,Anda Čakša,1,58890,lv,"lv:#27(58,890)"
Q640448,Intravenous therapy,1,57930,zh-yue,"zh-yue:#13(57,930)"
Q1762339,Deep vein thrombosis,1,55119,sw,"sw:#48(55,119)"
Q1992236,Pinworm infection,1,54789,ky,"ky:#41(54,789)"
Q538432,Synovitis,1,49206,lv,"lv:#41(49,206)"
Q419559,Phenibut,1,48453,lv,"lv:#45(48,453)"
Q84146057,COVID-19 pandemic in Hong Kong,1,45004,zh-yue,"zh-yue:#16(45,004)"
Q59075,Introduction to viruses,1,44771,si,"si:#31(44,771)"
Q88097247,COVID-19 pandemic in Gujarat,1,44100,gu,"gu:#20(44,100)"
Q15697866,Kuntala Kumari Sabat,1,43775,or,"or:#1(43,775)"
Q1520176,Unani medicine,1,32424,ur,"ur:#14(32,424)"
Q1077209,Wellness (alternative medicine),1,31665,ne,"ne:#7(31,665)"
Q424156,Tadalafil,1,29244,arz,"arz:#24(29,244)"
Q189956,Aphthous stomatitis,1,29199,zh-yue,"zh-yue:#27(29,199)"
Q4294347,Ministry of Health (Myanmar),1,27401,my,"my:#30(27,401)"
Q6627858,List of medical schools in Egypt,1,27242,arz,"arz:#27(27,242)"
Q11072,Amnesia,1,26909,arz,"arz:#28(26,909)"
Q3339235,Neurological disorder,1,26870,tg,"tg:#8(26,870)"
Q424161,Vardenafil,1,25401,arz,"arz:#29(25,401)"
Q383126,Chronic condition,1,24071,pam,"pam:#1(24,071)"
Q2829099,Aklilu Lemma,1,23909,am,"am:#14(23,909)"
Q3595652,Gripe water,1,23092,zh-yue,"zh-yue:#41(23,092)"
Q10963733,"University of Medicine 1, Yangon",1,23083,my,"my:#39(23,083)"
Q372701,Esophageal cancer,1,22791,tk,"tk:#19(22,791)"
Q4449705,Avicenna Tajik State Medical University,1,22624,tg,"tg:#13(22,624)"
Q2561634,Radicular pain,1,21555,tk,"tk:#22(21,555)"
Q147101,Aciclovir,1,21238,wuu,"wuu:#8(21,238)"
Q87250860,COVID-19 pandemic in Luxembourg,1,20882,lb,"lb:#1(20,882)"
Q319595,Presbyopia,1,20348,zh-yue,"zh-yue:#45(20,348)"
Q1458153,Medical certificate,1,19555,zh-yue,"zh-yue:#49(19,555)"
Q631521,Teratology,1,19432,eu,"eu:#19(19,432)"
Q4712977,Genitourinary system,1,19269,tg,"tg:#18(19,269)"
Q424163,Orlistat,1,18808,arz,"arz:#39(18,808)"
Q337188,Scopolamine,1,17211,ast,"ast:#22(17,211)"
Q1483951,Malignancy,1,17078,nn,"nn:#9(17,078)"
Q574415,Delayed onset muscle soreness,1,16912,vec,"vec:#1(16,912)"
Q437458,Elderly care,1,16799,pa,"pa:#8(16,799)"
Q6946,Cytomegalovirus,1,16389,tk,"tk:#26(16,389)"
Q1343674,Pediculosis,1,15777,tk,"tk:#29(15,777)"
Q13948235,"Bachelor of Medicine, Bachelor of Surgery",1,15519,arz,"arz:#48(15,519)"
Q480700,Otitis,1,15258,tk,"tk:#30(15,258)"
Q19109595,Alcohols (medicine),1,14544,arz,"arz:#50(14,544)"
Q1140495,Pulse oximetry,1,14286,is,"is:#16(14,286)"
Q5449573,Protamine,1,13747,gl,"gl:#10(13,747)"
Q2624485,Varices,1,13174,tk,"tk:#34(13,174)"
Q271021,Cephalosporin,1,12975,wuu,"wuu:#13(12,975)"
Q1143025,Oral cancer,1,12265,ha,"ha:#9(12,265)"
Q130971,Mycobacterium tuberculosis,1,12212,km,"km:#15(12,212)"
Q475510,Intestinal parasite infection,1,12152,rw,"rw:#3(12,152)"
Q212894,Snuff (tobacco),1,12083,bar,"bar:#2(12,083)"
Q3221083,Motor neuron diseases,1,12024,is,"is:#24(12,024)"
Q207550,Infarction,1,11682,xmf,"xmf:#2(11,682)"
Q87820769,COVID-19 pandemic in Odisha,1,11634,or,"or:#7(11,634)"
Q3666590,Hawler Medical University,1,10986,ckb,"ckb:#40(10,986)"
Q771438,Bristol stool scale,1,10686,ast,"ast:#47(10,686)"
Q7829430,Touton giant cell,1,10454,gl,"gl:#22(10,454)"
Q11848548,Licensed practical nurse,1,10448,is,"is:#36(10,448)"
Q170102,Scrapie,1,10429,is,"is:#37(10,429)"
Q87665038,COVID-19 pandemic in Ethiopia,1,10410,am,"am:#28(10,410)"
Q650187,Phosphatidylcholine,1,9895,gl,"gl:#28(9,895)"
Q4771357,Anterior interosseous nerve,1,9732,gl,"gl:#30(9,732)"
Q263962,Transcranial magnetic stimulation,1,9028,bar,"bar:#6(9,028)"
Q492248,Hartmann's operation,1,8815,nn,"nn:#31(8,815)"
Q62858714,Dinesh Sharma (academic),1,8678,pa,"pa:#23(8,678)"
Q221226,The Hallmarks of Cancer,1,8559,ha,"ha:#13(8,559)"
Q192093,Anatomical Therapeutic Chemical Classification System,1,8445,frr,"frr:#2(8,445)"
Q1779148,Colectomy,1,8240,nn,"nn:#36(8,240)"
Q659584,Molluscum contagiosum,1,8215,tk,"tk:#40(8,215)"
Q4294274,Ministry of Health (Turkmenistan),1,8023,tk,"tk:#42(8,023)"
Q970208,Liver failure,1,7988,so,"so:#18(7,988)"
Q1783924,Head and neck cancer,1,7922,ha,"ha:#14(7,922)"
Q468641,Constantine the African,1,7687,scn,"scn:#9(7,687)"
Q633403,Asthenia,1,7529,nn,"nn:#41(7,529)"
Q598976,Medical microbiology,1,7110,km,"km:#22(7,110)"
Q1072278,Body shape,1,7002,sn,"sn:#14(7,002)"
Q188269,Interferon,1,6912,jv,"jv:#20(6,912)"
Q107055182,SARS-CoV-2 Delta variant,1,6841,lo,"lo:#7(6,841)"
Q1396630,Peter Buck (anthropologist),1,6809,mi,"mi:#1(6,809)"
Q424976,Retinol,1,6772,lb,"lb:#8(6,772)"
Q324464,Testicular cancer,1,6722,rw,"rw:#9(6,722)"
Q106016986,List of COVID-19 vaccine authorizations,1,6718,bxr,"bxr:#4(6,718)"
Q87743866,COVID-19 pandemic in Wales,1,6705,cy,"cy:#19(6,705)"
Q212809,Endoscopy,1,6580,la,"la:#41(6,580)"
Q415178,Ivermectin,1,6547,wuu,"wuu:#42(6,547)"
Q89753133,COVID-19 pandemic in Turkmenistan,1,6455,tk,"tk:#49(6,455)"
Q515848,Internal carotid artery,1,6414,new,"new:#5(6,414)"
Q588259,Hans Rosling,1,6358,azb,"azb:#8(6,358)"
Q259346,Sputum,1,6191,bar,"bar:#11(6,191)"
Q56853086,EssilorLuxottica,1,6155,eo,"eo:#36(6,155)"
Q53926008,Nipah virus infection,1,6150,bh,"bh:#14(6,150)"
Q103537,Antigen,1,6097,min,"min:#14(6,097)"
Q86948603,COVID-19 pandemic in Portugal,1,6090,mwl,"mwl:#5(6,090)"
Q1128431,Vaginismus,1,6084,tk,"tk:#50(6,084)"
Q410412,Carbamazepine,1,6028,wuu,"wuu:#44(6,028)"
Q2469782,Alpha wave,1,5854,wuu,"wuu:#47(5,854)"
Q277954,Estrogen,1,5854,wuu,"wuu:#48(5,854)"
Q1077823,Somnolence,1,5835,nap,"nap:#3(5,835)"
Q189522,Quinine,1,5618,oc,"oc:#25(5,618)"
Q337554,Heat stroke,1,5617,or,"or:#29(5,617)"
Q708800,Medical laboratory scientist,1,5611,bpy,"bpy:#4(5,611)"
Q412515,Bisoprolol,1,5318,cy,"cy:#35(5,318)"
Q412208,Lisinopril,1,5194,cy,"cy:#36(5,194)"
Q7331102,Alcohol abuse,1,5188,pa,"pa:#50(5,188)"
Q1907986,Breast pain,1,5138,ha,"ha:#27(5,138)"
Q381271,Crab louse,1,4957,su,"su:#35(4,957)"
Q87186365,COVID-19 pandemic in the Republic of Ireland,1,4790,ga,"ga:#17(4,790)"
Q3851652,Breast augmentation,1,4787,fy,"fy:#23(4,787)"
Q857300,Abdominal thrusts,1,4699,am,"am:#42(4,699)"
Q411457,Trazodone,1,4571,ig,"ig:#3(4,571)"
Q203601,Pneumothorax,1,4567,lij,"lij:#6(4,567)"
Q87250788,COVID-19 pandemic in Belarus,1,4521,be,"be:#47(4,521)"
Q87743871,COVID-19 pandemic in Northern Ireland,1,4458,ga,"ga:#20(4,458)"
Q1144039,Inguinal hernia,1,4431,nap,"nap:#5(4,431)"
Q2608022,Contraceptive sponge,1,4351,ha,"ha:#34(4,351)"
Q3355478,Medical prescription,1,4349,bcl,"bcl:#28(4,349)"
Q1128437,Contact tracing,1,4294,dag,"dag:#3(4,294)"
Q1481398,Henipavirus,1,4272,bh,"bh:#19(4,272)"
Q163901,Cefixime,1,4139,azb,"azb:#28(4,139)"
Q84167106,COVID-19 pandemic in the United Kingdom,1,4108,ga,"ga:#25(4,108)"
Q28971,Impetigo,1,4068,scn,"scn:#24(4,068)"
Q6859652,Millimetre of mercury,1,4022,be-x-old,"be-x-old:#16(4,022)"
Q84104992,COVID-19 pandemic in Italy,1,4009,ga,"ga:#30(4,009)"
Q653318,Silicosis,1,3979,pcd,"pcd:#3(3,979)"
Q2752427,Medical research,1,3975,new,"new:#17(3,975)"
Q47564,Mediterranean diet,1,3949,nap,"nap:#6(3,949)"
Q580754,Self-defeating personality disorder,1,3929,mzn,"mzn:#14(3,929)"
Q413486,Diphenhydramine,1,3844,azb,"azb:#33(3,844)"
Q522163,Sydenham's chorea,1,3825,nds-nl,"nds-nl:#8(3,825)"
Q816759,Beta blocker,1,3816,pam,"pam:#16(3,816)"
Q275466,Embolism,1,3792,nds,"nds:#32(3,792)"
Q113627276,Julião Menezes,1,3779,gom,"gom:#7(3,779)"
Q84166704,COVID-19 pandemic in Spain,1,3672,ga,"ga:#38(3,672)"
Q816658,Bencao Gangmu,1,3554,zh-classical,"zh-classical:#19(3,554)"
Q2346266,Dental trauma,1,3551,ha,"ha:#42(3,551)"
Q424167,Finasteride,1,3545,xmf,"xmf:#12(3,545)"
Q83493517,Timeline of the COVID-19 pandemic,1,3543,sd,"sd:#14(3,543)"
Q2006636,Waterborne disease,1,3516,dv,"dv:#14(3,516)"
Q15664953,Baba Raghav Das Medical College,1,3478,bh,"bh:#26(3,478)"
Q48566781,Chlordiazepoxide/clidinium bromide,1,3476,azb,"azb:#37(3,476)"
Q267505,Dying,1,3447,fy,"fy:#38(3,447)"
Q96419281,Origin of SARS-CoV-2,1,3437,ha,"ha:#44(3,437)"
Q407781,Dextromethorphan,1,3436,azb,"azb:#38(3,436)"
Q411456,Methocarbamol,1,3417,azb,"azb:#39(3,417)"
Q2044946,Right to die,1,3405,ha,"ha:#46(3,405)"
Q2296168,Medical laboratory,1,3403,km,"km:#34(3,403)"
Q83888864,COVID-19 pandemic in Cambodia,1,3278,km,"km:#35(3,278)"
Q214746,Biostatistics,1,3230,io,"io:#41(3,230)"
Q2264130,Trichuriasis,1,3200,om,"om:#17(3,200)"
Q3705876,Dermatomycosis,1,3166,frr,"frr:#21(3,166)"
Q580689,Biological engineering,1,3134,io,"io:#49(3,134)"
Q3025883,Type 2 diabetes,1,3105,pam,"pam:#21(3,105)"
Q187526,Melanin,1,3039,om,"om:#19(3,039)"
Q684782,Goose bumps,1,3038,vec,"vec:#15(3,038)"
Q2522,Dioxins and dioxin-like compounds,1,3031,scn,"scn:#45(3,031)"
Q620958,Penis enlargement,1,3027,zu,"zu:#16(3,027)"
Q7239894,Pregnancy rate,1,3018,tn,"tn:#5(3,018)"
Q162606,Endocrinology,1,2980,min,"min:#38(2,980)"
Q97270,Thomas C. Südhof,1,2959,yo,"yo:#19(2,959)"
Q256966,Nitpicking,1,2903,bar,"bar:#34(2,903)"
Q78482,Fritz Pregl,1,2834,gd,"gd:#20(2,834)"
Q775927,Tinea corporis,1,2813,kab,"kab:#10(2,813)"
Q424227,Bronchiolitis,1,2805,mg,"mg:#22(2,805)"
Q87709760,COVID-19 pandemic in Curaçao,1,2755,pap,"pap:#13(2,755)"
Q339557,Human biology,1,2745,nov,"nov:#12(2,745)"
Q222046,Genomics,1,2738,nov,"nov:#13(2,738)"
Q105688,Hypoxia (medicine),1,2730,nds,"nds:#42(2,730)"
Q254327,Anorexia (symptom),1,2679,bar,"bar:#36(2,679)"
Q318506,Deepak Chopra,1,2677,pam,"pam:#25(2,677)"
Q213098,Progeria,1,2552,bo,"bo:#28(2,552)"
Q426921,Artemisinin,1,2542,zh-classical,"zh-classical:#32(2,542)"
Q490608,Pubarche,1,2541,nds,"nds:#47(2,541)"
Q23988333,Tanveer Abbasi,1,2539,sd,"sd:#22(2,539)"
Q1930909,Mycoplasma genitalium,1,2498,bh,"bh:#39(2,498)"
Q1131260,Keloid,1,2453,bjn,"bjn:#26(2,453)"
Q4998855,Buried penis,1,2446,zu,"zu:#21(2,446)"
Q2925049,Fe del Mundo,1,2384,bcl,"bcl:#49(2,384)"
Q87906931,COVID-19 pandemic in the Faroe Islands,1,2356,fo,"fo:#43(2,356)"
Q422665,Trimethoprim,1,2338,fo,"fo:#44(2,338)"
Q1154055,Osteochondrosis,1,2336,cv,"cv:#20(2,336)"
Q315940,John Langdon Down,1,2266,xmf,"xmf:#30(2,266)"
Q7739,Arsenic trioxide,1,2256,zh-classical,"zh-classical:#39(2,256)"
Q2920250,Autistic rights movement,1,2254,jbo,"jbo:#14(2,254)"
Q2558350,Cracked nipple,1,2240,ht,"ht:#46(2,240)"
Q743868,Panoramic radiograph,1,2228,lij,"lij:#19(2,228)"
Q200656,Diuretic,1,2211,pam,"pam:#29(2,211)"
Q420054,Topical medication,1,2195,mzn,"mzn:#26(2,195)"
Q4948876,Botswana–Harvard AIDS Institute Partnership,1,2194,tn,"tn:#6(2,194)"
Q286567,Terminologia Anatomica,1,2168,bh,"bh:#41(2,168)"
Q4838281,Baby Gender Mentor,1,2165,om,"om:#26(2,165)"
Q1477327,Fecal impaction,1,2140,bar,"bar:#44(2,140)"
Q727096,Birth defect,1,2137,om,"om:#27(2,137)"
Q201561,Diagnostic and Statistical Manual of Mental Disorders,1,2123,mzn,"mzn:#28(2,123)"
Q163648,DDT,1,2121,sc,"sc:#23(2,121)"
Q407324,Phencyclidine,1,2120,bar,"bar:#45(2,120)"
Q1291366,Hypopigmentation,1,2086,om,"om:#29(2,086)"
Q189488,Willem Einthoven,1,2036,mg,"mg:#32(2,036)"
Q3241045,Disease outbreak,1,2007,dag,"dag:#8(2,007)"
Q119440382,Nandipha Magudumana,1,1983,tn,"tn:#7(1,983)"
Q57985154,Charles Daniel Marivate,1,1972,ts,"ts:#18(1,972)"
Q219621,René Laennec,1,1971,sa,"sa:#43(1,971)"
Q189967,Karyotype,1,1966,vls,"vls:#12(1,966)"
Q88082922,COVID-19 pandemic in Sint Maarten,1,1951,pap,"pap:#23(1,951)"
Q103824,Hematology,1,1892,pi,"pi:#16(1,892)"
Q1342955,Penile cancer,1,1884,zu,"zu:#28(1,884)"
Q90085156,Impact of the COVID-19 pandemic on the environment,1,1877,xh,"xh:#29(1,877)"
Q124407,Type 1 diabetes,1,1853,pam,"pam:#35(1,853)"
Q326643,Hepatitis E,1,1847,ace,"ace:#10(1,847)"
Q131543,Electroconvulsive therapy,1,1834,bar,"bar:#50(1,834)"
Q193840,Asphyxia,1,1827,ay,"ay:#19(1,827)"
Q120569,Gastroenterology,1,1822,pi,"pi:#17(1,822)"
Q207172,Scalpel,1,1821,pam,"pam:#36(1,821)"
Q7935312,Virus inactivation,1,1804,om,"om:#30(1,804)"
Q204711,Food and Drug Administration,1,1801,yo,"yo:#33(1,801)"
Q159557,Coma,1,1797,roa-rup,"roa-rup:#18(1,797)"
Q6500773,General practitioner,1,1783,pi,"pi:#21(1,783)"
Q188449,Neurosurgery,1,1782,pi,"pi:#22(1,782)"
Q673083,Gingivitis,1,1767,lij,"lij:#23(1,767)"
Q190528,Endorphins,1,1760,mzn,"mzn:#32(1,760)"
Q628764,Occupational medicine,1,1733,pi,"pi:#23(1,733)"
Q815614,MKUltra,1,1718,cv,"cv:#29(1,718)"
Q381899,Fibrinogen,1,1684,om,"om:#31(1,684)"
Q855769,Strain (biology),1,1684,kab,"kab:#27(1,684)"
Q884825,DRF Luftrettung,1,1673,frr,"frr:#35(1,673)"
Q125367,Carbon monoxide poisoning,1,1667,vls,"vls:#14(1,667)"
Q422273,Clindamycin,1,1661,min,"min:#50(1,661)"
Q202218,Diethyl ether,1,1659,zh-classical,"zh-classical:#48(1,659)"
Q379842,Tetrodotoxin,1,1649,frr,"frr:#36(1,649)"
Q1938952,Whole grain,1,1649,rn,"rn:#14(1,649)"
Q209642,Music therapy,1,1648,fur,"fur:#15(1,648)"
Q424165,Minoxidil,1,1631,xmf,"xmf:#46(1,631)"
Q273924,Glycemic index,1,1605,pam,"pam:#40(1,605)"
Q3560939,Inactivated vaccine,1,1598,km,"km:#46(1,598)"
Q332428,Overweight,1,1597,ang,"ang:#18(1,597)"
Q130741,Hallucination,1,1596,diq,"diq:#44(1,596)"
Q1138584,Balanitis,1,1576,zu,"zu:#31(1,576)"
Q2861470,Emergency medicine,1,1576,pi,"pi:#24(1,576)"
Q88225303,COVID-19 pandemic in Madagascar,1,1572,yo,"yo:#40(1,572)"
Q626292,Sugar substitute,1,1571,chy,"chy:#5(1,571)"
Q958822,Maternity hospital,1,1552,ce,"ce:#12(1,552)"
Q6452285,Ulcer (dermatology),1,1544,lg,"lg:#22(1,544)"
Q327657,Rheumatology,1,1543,pi,"pi:#25(1,543)"
Q374232,Lentivirus,1,1524,frr,"frr:#37(1,524)"
Q60661815,Digital media use and mental health,1,1521,gpe,"gpe:#11(1,521)"
Q7708739,Recreational drug use,1,1511,gv,"gv:#19(1,511)"
Q179996,Methadone,1,1510,mzn,"mzn:#34(1,510)"
Q169994,Smog,1,1480,frr,"frr:#38(1,480)"
Q1682107,Jan Palfijn,1,1470,vls,"vls:#17(1,470)"
Q203337,Pulmonology,1,1470,pi,"pi:#26(1,470)"
Q170885,Essential oil,1,1455,tyv,"tyv:#27(1,455)"
Q162657,Neurotransmitter,1,1438,lfn,"lfn:#42(1,438)"
Q21005,Threshold limit value,1,1432,frr,"frr:#40(1,432)"
Q1414480,Paraphimosis,1,1422,zu,"zu:#32(1,422)"
Q13445028,Oral hygiene,1,1413,lij,"lij:#29(1,413)"
Q268667,Atopic dermatitis,1,1410,lij,"lij:#30(1,410)"
Q1263617,Common bile duct,1,1400,pam,"pam:#44(1,400)"
Q494230,Medical school,1,1394,hak,"hak:#49(1,394)"
Q736715,Chronic kidney disease,1,1386,pam,"pam:#45(1,386)"
Q615166,Catherine Verfaillie,1,1386,vls,"vls:#18(1,386)"
Q9050242,Nise da Silveira,1,1385,eml,"eml:#29(1,385)"
Q633581,Cryonics,1,1368,mwl,"mwl:#18(1,368)"
Q244408,Diclofenac,1,1358,guw,"guw:#2(1,358)"
Q2197452,Callus,1,1348,nds-nl,"nds-nl:#21(1,348)"
Q1868462,Local anesthetic,1,1347,lij,"lij:#31(1,347)"
Q7024374,Far Eastern University – Nicanor Reyes Medical Foundation,1,1344,pam,"pam:#46(1,344)"
Q27261089,Semaglutide,1,1340,gpe,"gpe:#12(1,340)"
Q3299670,Blue zone,1,1332,sc,"sc:#40(1,332)"
Q4824610,Australian Red Cross,1,1322,ti,"ti:#18(1,322)"
Q655286,Gates Foundation,1,1321,pms,"pms:#29(1,321)"
Q5088289,Chauncy Maples,1,1319,ny,"ny:#21(1,319)"
Q3545481,Surgical oncology,1,1315,pi,"pi:#27(1,315)"
Q3380154,Philippe Langlois,1,1315,nrm,"nrm:#11(1,315)"
Q969096,Marie Simon,1,1305,hsb,"hsb:#9(1,305)"
Q87708719,COVID-19 pandemic in Aruba,1,1302,pap,"pap:#25(1,302)"
Q407418,Menthol,1,1301,frr,"frr:#42(1,301)"
Q6868,Varicella zoster virus,1,1298,ace,"ace:#12(1,298)"
Q407752,Neurotoxin,1,1297,gv,"gv:#22(1,297)"
Q1908194,Vulvar cancer,1,1283,zu,"zu:#34(1,283)"
Q1430816,Pediatric surgery,1,1278,pi,"pi:#28(1,278)"
Q5031399,Cancer Association of Botswana,1,1275,tn,"tn:#9(1,275)"
Q16775468,Elephantiasis,1,1259,rw,"rw:#37(1,259)"
Q7653906,Social insurance,1,1256,csb,"csb:#19(1,256)"
Q409192,Ketoprofen,1,1254,mwl,"mwl:#19(1,254)"
Q886837,Blood test,1,1247,gom,"gom:#14(1,247)"
Q4411598,Rotavirus vaccine,1,1245,yo,"yo:#47(1,245)"
Q261659,Nanomedicine,1,1244,pam,"pam:#48(1,244)"
Q326638,Rift Valley fever,1,1232,om,"om:#37(1,232)"
Q238948,Mary Mallon,1,1226,gd,"gd:#48(1,226)"
Q1145271,Schola Medica Salernitana,1,1222,nap,"nap:#12(1,222)"
Q84081307,COVID-19 pandemic in Taiwan,1,1218,szy,"szy:#11(1,218)"
Q233976,Frederick Gowland Hopkins,1,1209,yo,"yo:#48(1,209)"
Q553079,Caregiver,1,1208,eml,"eml:#35(1,208)"
Q192639,Glycoside,1,1207,tyv,"tyv:#31(1,207)"
Q1147223,Whiplash (medicine),1,1203,nds-nl,"nds-nl:#23(1,203)"
Q422669,Nitrofurantoin,1,1201,rw,"rw:#38(1,201)"
Q2602563,Human nutrition,1,1180,ksh,"ksh:#12(1,180)"
Q5803863,Penile discharge,1,1171,zu,"zu:#36(1,171)"
Q46994,Telehealth,1,1166,km,"km:#50(1,166)"
Q87714704,COVID-19 pandemic in Rwanda,1,1159,rw,"rw:#39(1,159)"
Q741713,Panic disorder,1,1158,rn,"rn:#19(1,158)"
Q6554101,Medical device,1,1152,hyw,"hyw:#27(1,152)"
Q21136,Lethal dose,1,1151,frr,"frr:#45(1,151)"
Q232583,Marcello Malpighi,1,1149,eml,"eml:#36(1,149)"
Q860447,Emergency medical services,1,1149,mhr,"mhr:#9(1,149)"
Q320011,Coprophagia,1,1139,pms,"pms:#34(1,139)"
Q504775,Bladder cancer,1,1139,tcy,"tcy:#26(1,139)"
Q189580,Acromegaly,1,1136,sc,"sc:#46(1,136)"
Q235007,Cardiac surgery,1,1133,cv,"cv:#46(1,133)"
Q11000047,Health system,1,1125,sc,"sc:#48(1,125)"
Q27031231,Christine Kaseba,1,1121,ny,"ny:#24(1,121)"
Q5467540,Forced pregnancy,1,1114,mai,"mai:#30(1,114)"
Q1248662,Lucille Teasdale-Corti,1,1108,eml,"eml:#38(1,108)"
Q177895,Astigmatism,1,1100,pms,"pms:#35(1,100)"
Q520181,Hand sanitizer,1,1099,dag,"dag:#23(1,099)"
Q152409,Zyklon B,1,1096,ksh,"ksh:#13(1,096)"
Q17067160,Intraocular hemorrhage,1,1091,hyw,"hyw:#32(1,091)"
Q2276095,Pattern hair loss,1,1088,eml,"eml:#39(1,088)"
Q213410,Polyploidy,1,1079,stq,"stq:#12(1,079)"
Q1325542,Stent,1,1079,chr,"chr:#17(1,079)"
Q477415,Amputation,1,1076,ff,"ff:#5(1,076)"
Q720988,Human genome,1,1073,cv,"cv:#50(1,073)"
Q699462,Revenue stamp,1,1073,mt,"mt:#20(1,073)"
Q423762,Paclitaxel,1,1065,vec,"vec:#34(1,065)"
Q671776,Muteness,1,1060,ff,"ff:#6(1,060)"
Q1583202,Foreskin restoration,1,1051,zu,"zu:#40(1,051)"
Q112070734,2022–2023 mpox outbreak,1,1043,bjn,"bjn:#45(1,043)"
Q624029,Medicine in the medieval Islamic world,1,1037,glk,"glk:#5(1,037)"
Q202420,Cesare Lombroso,1,1036,pms,"pms:#37(1,036)"
Q11002196,Mammaplasty,1,1033,eml,"eml:#41(1,033)"
Q186005,Physical therapy,1,1032,nds-nl,"nds-nl:#25(1,032)"
Q193166,Choline,1,1022,tyv,"tyv:#34(1,022)"
Q17626455,Frances Ames,1,1014,ig,"ig:#36(1,014)"
Q24033173,.med,1,1011,eml,"eml:#42(1,011)"
Q154666,Bovine spongiform encephalopathy,1,1008,za,"za:#48(1,008)"
Q202837,Cardiac arrest,1,1006,mai,"mai:#34(1,006)"
Q6935478,Mumps vaccine,1,987,ti,ti:#21(987)
Q5290213,Domestic violence and pregnancy,1,986,mai,mai:#35(986)
Q17052573,National Health Laboratory Service,1,986,gpe,gpe:#16(986)
Q1648484,Duchenne muscular dystrophy,1,971,pms,pms:#40(971)
Q123811,Elisabeth Kübler-Ross,1,966,eml,eml:#43(966)
Q131273,Naegleria fowleri,1,962,eml,eml:#44(962)
Q237229,Metacarpal bones,1,951,arc,arc:#33(951)
Q907325,Magnetic resonance angiography,1,951,ks,ks:#11(951)
Q120958755,Piero Mozzi,1,950,eml,eml:#46(950)
Q274029,Els Borst,1,948,zea,zea:#8(948)
Q1134891,Pica (disorder),1,947,eml,eml:#47(947)
Q813243,Ventilator,1,947,dag,dag:#28(947)
Q592442,Prognosis,1,940,gpe,gpe:#17(940)
Q14594748,Webbed penis,1,927,zu,zu:#45(927)
Q541987,Trypanosoma,1,927,dag,dag:#29(927)
Q574491,Bruise,1,923,eml,eml:#49(923)
Q308978,Pressure ulcer,1,922,eml,eml:#50(922)
Q3543611,2009 swine flu pandemic in the Philippines,1,921,ceb,ceb:#41(921)
Q422416,Estradiol,1,920,glk,glk:#6(920)
Q718753,Drug interaction,1,912,se,se:#25(912)
Q1520446,Occupational noise,1,909,szl,szl:#28(909)
Q388801,Furosemide,1,908,rw,rw:#42(908)
Q87763738,COVID-19 pandemic in Karnataka,1,907,tcy,tcy:#30(907)
Q20311061,Healthcare in Rwanda,1,906,rw,rw:#43(906)
Q841408,Ethnobotany,1,906,ig,ig:#40(906)
Q6844,Hepatitis B virus,1,905,wo,wo:#20(905)
Q164778,Rotavirus,1,905,se,se:#26(905)
Q690200,Radiobiology,1,904,pms,pms:#43(904)
Q272436,Allergic rhinitis,1,901,szl,szl:#29(901)
Q932510,General surgery,1,896,pi,pi:#31(896)
Q156104,Nasal cavity,1,894,ary,ary:#36(894)
Q154558,Corn (pathology),1,891,ksh,ksh:#15(891)
Q1036696,Hypothermia,1,890,se,se:#28(890)
